                x            Retst            utau*        thetatau*              <r>             <mu>              <u>              {u}              <p>              <T>              {T}             <rr>           {u"u"}           {v"v"}           {w"w"}           {u"w"}             <pp>           {T"T"}              pw"
   0.98805211E+00   0.35837697E+03   0.54503159E-01   0.19597192E+00   0.97104794E+00   0.14768019E-03   0.11554359E+01   0.11553954E+01   0.19682993E+00   0.25539204E+01   0.25540007E+01   0.10930397E-03   0.11603113E-02   0.11202234E-02   0.18636787E-02  -0.35623091E-04   0.82020146E-05   0.21710969E-03  -0.14647263E-05
   0.99601722E+00   0.35837598E+03   0.54503167E-01   0.19597196E+00   0.97104763E+00   0.14768057E-03   0.11554856E+01   0.11554451E+01   0.19683054E+00   0.25539292E+01   0.25540095E+01   0.10920313E-03   0.11596390E-02   0.11192957E-02   0.18610893E-02  -0.11878809E-04   0.81940316E-05   0.21673552E-03  -0.15247105E-05
   0.10039828E+01   0.35837598E+03   0.54503167E-01   0.19597196E+00   0.97104763E+00   0.14768057E-03   0.11554856E+01   0.11554451E+01   0.19683054E+00   0.25539292E+01   0.25540095E+01   0.10920313E-03   0.11596390E-02   0.11192957E-02   0.18610893E-02   0.11878809E-04   0.81940316E-05   0.21673552E-03  -0.15247105E-05
   0.10119479E+01   0.35837697E+03   0.54503159E-01   0.19597192E+00   0.97104794E+00   0.14768019E-03   0.11554359E+01   0.11553954E+01   0.19682993E+00   0.25539204E+01   0.25540007E+01   0.10930397E-03   0.11603113E-02   0.11202234E-02   0.18636787E-02   0.35623091E-04   0.82020146E-05   0.21710969E-03  -0.14647263E-05
   0.10199116E+01   0.35837896E+03   0.54503138E-01   0.19597185E+00   0.97104866E+00   0.14767943E-03   0.11553363E+01   0.11552960E+01   0.19682873E+00   0.25539027E+01   0.25539832E+01   0.10950254E-03   0.11616350E-02   0.11220648E-02   0.18688521E-02   0.59322177E-04   0.82178775E-05   0.21785853E-03  -0.13456618E-05
   0.10278731E+01   0.35838197E+03   0.54503103E-01   0.19597173E+00   0.97104991E+00   0.14767828E-03   0.11551865E+01   0.11551465E+01   0.19682696E+00   0.25538764E+01   0.25539570E+01   0.10979490E-03   0.11635756E-02   0.11247629E-02   0.18765970E-02   0.82937591E-04   0.82415283E-05   0.21896687E-03  -0.11695639E-05
   0.10358314E+01   0.35838597E+03   0.54503053E-01   0.19597154E+00   0.97105171E+00   0.14767677E-03   0.11549860E+01   0.11549463E+01   0.19682467E+00   0.25538417E+01   0.25539226E+01   0.11017828E-03   0.11660950E-02   0.11282198E-02   0.18868890E-02   0.10643089E-03   0.82729480E-05   0.22040075E-03  -0.93791251E-06
   0.10437856E+01   0.35839091E+03   0.54502985E-01   0.19597130E+00   0.97105411E+00   0.14767492E-03   0.11547340E+01   0.11546946E+01   0.19682190E+00   0.25537990E+01   0.25538802E+01   0.11065357E-03   0.11691564E-02   0.11323570E-02   0.18996661E-02   0.12977143E-03   0.83122088E-05   0.22212752E-03  -0.64965073E-06
   0.10517348E+01   0.35839678E+03   0.54502901E-01   0.19597100E+00   0.97105711E+00   0.14767273E-03   0.11544295E+01   0.11543906E+01   0.19681865E+00   0.25537486E+01   0.25538302E+01   0.11122418E-03   0.11727297E-02   0.11371791E-02   0.19148656E-02   0.15293911E-03   0.83593469E-05   0.22413907E-03  -0.30247948E-06
   0.10596782E+01   0.35840362E+03   0.54502795E-01   0.19597062E+00   0.97106088E+00   0.14767020E-03   0.11540714E+01   0.11540331E+01   0.19681496E+00   0.25536904E+01   0.25537725E+01   0.11189276E-03   0.11767975E-02   0.11427586E-02   0.19324535E-02   0.17592850E-03   0.84143279E-05   0.22644469E-03   0.10588568E-06
   0.10676147E+01   0.35841143E+03   0.54502668E-01   0.19597016E+00   0.97106542E+00   0.14766732E-03   0.11536593E+01   0.11536216E+01   0.19681082E+00   0.25536242E+01   0.25537068E+01   0.11265997E-03   0.11813542E-02   0.11491801E-02   0.19523729E-02   0.19875972E-03   0.84769595E-05   0.22905501E-03   0.57568579E-06
   0.10755436E+01   0.35842028E+03   0.54502515E-01   0.19596961E+00   0.97107087E+00   0.14766409E-03   0.11531931E+01   0.11531562E+01   0.19680625E+00   0.25535498E+01   0.25536331E+01   0.11352364E-03   0.11863988E-02   0.11565070E-02   0.19745393E-02   0.22146901E-03   0.85469257E-05   0.23197615E-03   0.11049082E-05
   0.10834639E+01   0.35843015E+03   0.54502338E-01   0.19596897E+00   0.97107718E+00   0.14766050E-03   0.11526734E+01   0.11526373E+01   0.19680121E+00   0.25534673E+01   0.25535511E+01   0.11447726E-03   0.11919287E-02   0.11647899E-02   0.19988597E-02   0.24409623E-03   0.86237780E-05   0.23520638E-03   0.16880277E-05
   0.10913748E+01   0.35844110E+03   0.54502132E-01   0.19596823E+00   0.97108452E+00   0.14765655E-03   0.11521000E+01   0.11520647E+01   0.19679574E+00   0.25533763E+01   0.25534609E+01   0.11551209E-03   0.11979355E-02   0.11740810E-02   0.20252750E-02   0.26668652E-03   0.87070692E-05   0.23873345E-03   0.23177456E-05
   0.10992753E+01   0.35845311E+03   0.54501899E-01   0.19596740E+00   0.97109283E+00   0.14765224E-03   0.11514727E+01   0.11514382E+01   0.19678983E+00   0.25532771E+01   0.25533624E+01   0.11661862E-03   0.12044048E-02   0.11844281E-02   0.20538210E-02   0.28928809E-03   0.87963039E-05   0.24254107E-03   0.29853423E-05
   0.11071645E+01   0.35846620E+03   0.54501633E-01   0.19596644E+00   0.97110230E+00   0.14764756E-03   0.11507912E+01   0.11507576E+01   0.19678352E+00   0.25531695E+01   0.25532556E+01   0.11779140E-03   0.12113162E-02   0.11958777E-02   0.20846016E-02   0.31193693E-03   0.88911290E-05   0.24661701E-03   0.36825792E-05
   0.11150417E+01   0.35848033E+03   0.54501339E-01   0.19596538E+00   0.97111277E+00   0.14764254E-03   0.11500561E+01   0.11500233E+01   0.19677679E+00   0.25530539E+01   0.25531408E+01   0.11903171E-03   0.12186473E-02   0.12084797E-02   0.21176660E-02   0.33464667E-03   0.89913902E-05   0.25095054E-03   0.44009291E-05
   0.11229059E+01   0.35849549E+03   0.54501013E-01   0.19596421E+00   0.97112438E+00   0.14763718E-03   0.11492682E+01   0.11492361E+01   0.19676970E+00   0.25529305E+01   0.25530182E+01   0.12034865E-03   0.12263810E-02   0.12222683E-02   0.21529361E-02   0.35741604E-03   0.90973202E-05   0.25553261E-03   0.51339738E-05
   0.11307563E+01   0.35851164E+03   0.54500661E-01   0.19596294E+00   0.97113695E+00   0.14763148E-03   0.11484291E+01   0.11483976E+01   0.19676222E+00   0.25527994E+01   0.25528881E+01   0.12175531E-03   0.12345085E-02   0.12372521E-02   0.21902081E-02   0.38022968E-03   0.92093333E-05   0.26035837E-03   0.58769065E-05
   0.11385920E+01   0.35852882E+03   0.54500275E-01   0.19596156E+00   0.97115068E+00   0.14762545E-03   0.11475402E+01   0.11475093E+01   0.19675438E+00   0.25526607E+01   0.25527502E+01   0.12326294E-03   0.12430280E-02   0.12534245E-02   0.22292465E-02   0.40305256E-03   0.93279225E-05   0.26542572E-03   0.66273249E-05
   0.11464122E+01   0.35854700E+03   0.54499863E-01   0.19596007E+00   0.97116539E+00   0.14761909E-03   0.11466033E+01   0.11465728E+01   0.19674613E+00   0.25525141E+01   0.25526047E+01   0.12487614E-03   0.12519422E-02   0.12707779E-02   0.22699197E-02   0.42585139E-03   0.94533278E-05   0.27074604E-03   0.73821174E-05
   0.11542160E+01   0.35856624E+03   0.54499416E-01   0.19595847E+00   0.97118130E+00   0.14761237E-03   0.11456196E+01   0.11455895E+01   0.19673753E+00   0.25523596E+01   0.25524512E+01   0.12659370E-03   0.12612581E-02   0.12892931E-02   0.23121948E-02   0.44861203E-03   0.95856221E-05   0.27634911E-03   0.81392641E-05
   0.11620025E+01   0.35858652E+03   0.54498942E-01   0.19595676E+00   0.97119820E+00   0.14760531E-03   0.11445904E+01   0.11445605E+01   0.19672850E+00   0.25521971E+01   0.25522896E+01   0.12840857E-03   0.12709852E-02   0.13089341E-02   0.23560412E-02   0.47134365E-03   0.97246029E-05   0.28227296E-03   0.88974321E-05
   0.11697711E+01   0.35860793E+03   0.54498431E-01   0.19595493E+00   0.97121641E+00   0.14759788E-03   0.11435163E+01   0.11434865E+01   0.19671909E+00   0.25520261E+01   0.25521197E+01   0.13031414E-03   0.12811292E-02   0.13296707E-02   0.24014034E-02   0.49407449E-03   0.98700737E-05   0.28855667E-03   0.96600721E-05
   0.11775207E+01   0.35863046E+03   0.54497889E-01   0.19595298E+00   0.97123575E+00   0.14759008E-03   0.11423985E+01   0.11423686E+01   0.19670925E+00   0.25518465E+01   0.25519412E+01   0.13230668E-03   0.12916872E-02   0.13514647E-02   0.24482315E-02   0.51682930E-03   0.10021755E-04   0.29522323E-03   0.10433251E-04
   0.11852507E+01   0.35865416E+03   0.54497307E-01   0.19595088E+00   0.97125649E+00   0.14758190E-03   0.11412378E+01   0.11412078E+01   0.19669903E+00   0.25516584E+01   0.25517542E+01   0.13438615E-03   0.13026527E-02   0.13742147E-02   0.24964848E-02   0.53960692E-03   0.10179469E-04   0.30225567E-03   0.11225024E-04
   0.11929602E+01   0.35867890E+03   0.54496698E-01   0.19594869E+00   0.97127819E+00   0.14757337E-03   0.11400355E+01   0.11400053E+01   0.19668838E+00   0.25514622E+01   0.25515590E+01   0.13655429E-03   0.13140236E-02   0.13976993E-02   0.25460876E-02   0.56238339E-03   0.10342943E-04   0.30960675E-03   0.12040843E-04
   0.12006485E+01   0.35870466E+03   0.54496059E-01   0.19594640E+00   0.97130098E+00   0.14756450E-03   0.11387929E+01   0.11387625E+01   0.19667735E+00   0.25512581E+01   0.25513560E+01   0.13881602E-03   0.13258001E-02   0.14215860E-02   0.25969293E-02   0.58513445E-03   0.10512000E-04   0.31723479E-03   0.12886447E-04
   0.12083147E+01   0.35873133E+03   0.54495401E-01   0.19594403E+00   0.97132443E+00   0.14755531E-03   0.11375113E+01   0.11374807E+01   0.19666588E+00   0.25510467E+01   0.25511457E+01   0.14117395E-03   0.13379789E-02   0.14455897E-02   0.26489572E-02   0.60785584E-03   0.10686335E-04   0.32511969E-03   0.13765547E-04
   0.12159580E+01   0.35875897E+03   0.54494715E-01   0.19594157E+00   0.97134887E+00   0.14754580E-03   0.11361921E+01   0.11361612E+01   0.19665405E+00   0.25508278E+01   0.25509280E+01   0.14362595E-03   0.13505488E-02   0.14696170E-02   0.27021735E-02   0.63055350E-03   0.10865724E-04   0.33325094E-03   0.14679139E-04
   0.12235778E+01   0.35878756E+03   0.54494007E-01   0.19593902E+00   0.97137413E+00   0.14753597E-03   0.11348372E+01   0.11348061E+01   0.19664179E+00   0.25506015E+01   0.25507027E+01   0.14616636E-03   0.13634921E-02   0.14937014E-02   0.27564952E-02   0.65320816E-03   0.11049786E-04   0.34161958E-03   0.15620376E-04
   0.12311731E+01   0.35881724E+03   0.54493259E-01   0.19593633E+00   0.97140078E+00   0.14752578E-03   0.11334493E+01   0.11334179E+01   0.19662921E+00   0.25503672E+01   0.25504695E+01   0.14879136E-03   0.13767859E-02   0.15179086E-02   0.28117365E-02   0.67576019E-03   0.11238206E-04   0.35023704E-03   0.16579456E-04
   0.12387434E+01   0.35884803E+03   0.54492475E-01   0.19593351E+00   0.97142872E+00   0.14751525E-03   0.11320302E+01   0.11319984E+01   0.19661625E+00   0.25501248E+01   0.25502281E+01   0.15149584E-03   0.13904017E-02   0.15423199E-02   0.28677388E-02   0.69813912E-03   0.11430449E-04   0.35915324E-03   0.17544582E-04
   0.12462879E+01   0.35888005E+03   0.54491639E-01   0.19593051E+00   0.97145853E+00   0.14750435E-03   0.11305812E+01   0.11305489E+01   0.19660303E+00   0.25498741E+01   0.25499784E+01   0.15427538E-03   0.14043057E-02   0.15670063E-02   0.29244545E-02   0.72029667E-03   0.11626088E-04   0.36841621E-03   0.18506095E-04
   0.12538058E+01   0.35891322E+03   0.54490759E-01   0.19592734E+00   0.97148992E+00   0.14749310E-03   0.11291033E+01   0.11290703E+01   0.19658950E+00   0.25496152E+01   0.25497204E+01   0.15712535E-03   0.14184703E-02   0.15920456E-02   0.29818928E-02   0.74221483E-03   0.11824721E-04   0.37803525E-03   0.19452465E-04
   0.12612964E+01   0.35894766E+03   0.54489821E-01   0.19592397E+00   0.97152337E+00   0.14748148E-03   0.11275971E+01   0.11275631E+01   0.19657573E+00   0.25493480E+01   0.25494541E+01   0.16004593E-03   0.14328856E-02   0.16175814E-02   0.30400018E-02   0.76390569E-03   0.12026444E-04   0.38801238E-03   0.20376062E-04
   0.12687590E+01   0.35898331E+03   0.54488837E-01   0.19592043E+00   0.97155846E+00   0.14746951E-03   0.11260629E+01   0.11260278E+01   0.19656164E+00   0.25490725E+01   0.25491793E+01   0.16304067E-03   0.14475616E-02   0.16438327E-02   0.30986602E-02   0.78541078E-03   0.12231522E-04   0.39835483E-03   0.21272942E-04
   0.12761930E+01   0.35902023E+03   0.54487796E-01   0.19591669E+00   0.97159557E+00   0.14745716E-03   0.11245014E+01   0.11244649E+01   0.19654730E+00   0.25487884E+01   0.25488959E+01   0.16611665E-03   0.14625190E-02   0.16710053E-02   0.31577491E-02   0.80678227E-03   0.12440533E-04   0.40904608E-03   0.22144791E-04
   0.12835977E+01   0.35905832E+03   0.54486715E-01   0.19591280E+00   0.97163414E+00   0.14744444E-03   0.11229134E+01   0.11228752E+01   0.19653260E+00   0.25484958E+01   0.25486041E+01   0.16928131E-03   0.14777762E-02   0.16991647E-02   0.32171641E-02   0.82805539E-03   0.12653866E-04   0.42005305E-03   0.22991909E-04
   0.12909723E+01   0.35909767E+03   0.54485581E-01   0.19590872E+00   0.97167457E+00   0.14743135E-03   0.11213002E+01   0.11212602E+01   0.19651761E+00   0.25481947E+01   0.25483037E+01   0.17254455E-03   0.14933408E-02   0.17282206E-02   0.32767753E-02   0.84923820E-03   0.12871904E-04   0.43137641E-03   0.23815425E-04
   0.12983163E+01   0.35913816E+03   0.54484409E-01   0.19590451E+00   0.97171639E+00   0.14741790E-03   0.11196635E+01   0.11196215E+01   0.19650226E+00   0.25478854E+01   0.25479950E+01   0.17591351E-03   0.15092072E-02   0.17580337E-02   0.33364525E-02   0.87031188E-03   0.13094715E-04   0.44304274E-03   0.24614368E-04
   0.13056289E+01   0.35917986E+03   0.54483184E-01   0.19590010E+00   0.97176008E+00   0.14740410E-03   0.11180048E+01   0.11179605E+01   0.19648665E+00   0.25475679E+01   0.25476781E+01   0.17939292E-03   0.15253572E-02   0.17885156E-02   0.33961097E-02   0.89123304E-03   0.13322419E-04   0.45504327E-03   0.25391987E-04
   0.13129096E+01   0.35922264E+03   0.54481922E-01   0.19589557E+00   0.97180510E+00   0.14738996E-03   0.11163249E+01   0.11162781E+01   0.19647072E+00   0.25472427E+01   0.25473534E+01   0.18298286E-03   0.15417670E-02   0.18196324E-02   0.34556986E-02   0.91195887E-03   0.13554774E-04   0.46732133E-03   0.26153126E-04
   0.13201578E+01   0.35926657E+03   0.54480607E-01   0.19589084E+00   0.97185201E+00   0.14737549E-03   0.11146244E+01   0.11145749E+01   0.19645457E+00   0.25469100E+01   0.25470212E+01   0.18667951E-03   0.15584115E-02   0.18513814E-02   0.35152016E-02   0.93246883E-03   0.13791462E-04   0.47979995E-03   0.26907047E-04
   0.13273728E+01   0.35931164E+03   0.54479248E-01   0.19588595E+00   0.97190051E+00   0.14736068E-03   0.11129036E+01   0.11128514E+01   0.19643814E+00   0.25465693E+01   0.25466810E+01   0.19047517E-03   0.15752683E-02   0.18837515E-02   0.35746396E-02   0.95278076E-03   0.14031727E-04   0.49244515E-03   0.27661392E-04
   0.13345541E+01   0.35935811E+03   0.54477817E-01   0.19588081E+00   0.97195157E+00   0.14734550E-03   0.11111626E+01   0.11111075E+01   0.19642155E+00   0.25462201E+01   0.25463322E+01   0.19435992E-03   0.15923152E-02   0.19166677E-02   0.36340329E-02   0.97294918E-03   0.14274806E-04   0.50531290E-03   0.28424985E-04
   0.13417011E+01   0.35940601E+03   0.54476320E-01   0.19587542E+00   0.97200499E+00   0.14732991E-03   0.11094014E+01   0.11093433E+01   0.19640471E+00   0.25458615E+01   0.25459739E+01   0.19831540E-03   0.16095290E-02   0.19499953E-02   0.36933587E-02   0.99304567E-03   0.14519680E-04   0.51850367E-03   0.29201439E-04
   0.13488131E+01   0.35945553E+03   0.54474734E-01   0.19586972E+00   0.97206159E+00   0.14731390E-03   0.11076200E+01   0.11075588E+01   0.19638776E+00   0.25454934E+01   0.25456060E+01   0.20232163E-03   0.16268818E-02   0.19836109E-02   0.37525673E-02   0.10131426E-02   0.14765637E-04   0.53210592E-03   0.29993667E-04
   0.13558898E+01   0.35950656E+03   0.54473072E-01   0.19586375E+00   0.97212089E+00   0.14729748E-03   0.11058190E+01   0.11057546E+01   0.19637062E+00   0.25451159E+01   0.25452286E+01   0.20636545E-03   0.16443404E-02   0.20174756E-02   0.38116551E-02   0.10332935E-02   0.15011993E-04   0.54617793E-03   0.30799014E-04
   0.13629304E+01   0.35955918E+03   0.54471318E-01   0.19585744E+00   0.97218352E+00   0.14728067E-03   0.11039995E+01   0.11039319E+01   0.19635344E+00   0.25447293E+01   0.25448419E+01   0.21044478E-03   0.16618708E-02   0.20515877E-02   0.38706703E-02   0.10535121E-02   0.15258561E-04   0.56071819E-03   0.31614594E-04
   0.13699346E+01   0.35961325E+03   0.54469486E-01   0.19585085E+00   0.97224888E+00   0.14726348E-03   0.11021626E+01   0.11020916E+01   0.19633612E+00   0.25443339E+01   0.25444463E+01   0.21456184E-03   0.16794505E-02   0.20858812E-02   0.39296586E-02   0.10737853E-02   0.15505203E-04   0.57567822E-03   0.32433272E-04
   0.13769018E+01   0.35966890E+03   0.54467560E-01   0.19584393E+00   0.97231765E+00   0.14724590E-03   0.11003090E+01   0.11002343E+01   0.19631879E+00   0.25439297E+01   0.25440418E+01   0.21872614E-03   0.16970751E-02   0.21202313E-02   0.39886467E-02   0.10941012E-02   0.15752307E-04   0.59103476E-03   0.33249907E-04
   0.13838314E+01   0.35972604E+03   0.54465557E-01   0.19583672E+00   0.97238917E+00   0.14722792E-03   0.10984387E+01   0.10983601E+01   0.19630131E+00   0.25435165E+01   0.25436282E+01   0.22295195E-03   0.17147594E-02   0.21545535E-02   0.40476399E-02   0.11144515E-02   0.16000304E-04   0.60681215E-03   0.34057579E-04
   0.13907231E+01   0.35978479E+03   0.54463459E-01   0.19582918E+00   0.97246409E+00   0.14720955E-03   0.10965521E+01   0.10964694E+01   0.19628379E+00   0.25430941E+01   0.25432052E+01   0.22725812E-03   0.17325281E-02   0.21888130E-02   0.41066110E-02   0.11348095E-02   0.16249965E-04   0.62303192E-03   0.34853781E-04
   0.13975763E+01   0.35984503E+03   0.54461289E-01   0.19582138E+00   0.97254160E+00   0.14719078E-03   0.10946496E+01   0.10945626E+01   0.19626606E+00   0.25426625E+01   0.25427729E+01   0.23165711E-03   0.17504088E-02   0.22229858E-02   0.41654701E-02   0.11551211E-02   0.16501692E-04   0.63965828E-03   0.35635925E-04
   0.14043906E+01   0.35990684E+03   0.54459030E-01   0.19581326E+00   0.97262227E+00   0.14717160E-03   0.10927318E+01   0.10926403E+01   0.19624825E+00   0.25422217E+01   0.25423313E+01   0.23614768E-03   0.17684227E-02   0.22570414E-02   0.42240971E-02   0.11753253E-02   0.16755836E-04   0.65662841E-03   0.36408816E-04
   0.14111656E+01   0.35997007E+03   0.54456705E-01   0.19580490E+00   0.97270532E+00   0.14715203E-03   0.10907988E+01   0.10907026E+01   0.19623021E+00   0.25417718E+01   0.25418805E+01   0.24071668E-03   0.17865754E-02   0.22909229E-02   0.42824764E-02   0.11953828E-02   0.17012122E-04   0.67391559E-03   0.37177210E-04
   0.14179008E+01   0.36003487E+03   0.54454292E-01   0.19579622E+00   0.97279155E+00   0.14713207E-03   0.10888508E+01   0.10887498E+01   0.19621211E+00   0.25413129E+01   0.25414206E+01   0.24535313E-03   0.18048483E-02   0.23245596E-02   0.43407522E-02   0.12152795E-02   0.17270218E-04   0.69152358E-03   0.37947369E-04
   0.14245958E+01   0.36010110E+03   0.54451807E-01   0.19578728E+00   0.97288034E+00   0.14711172E-03   0.10868878E+01   0.10867820E+01   0.19619382E+00   0.25408452E+01   0.25409519E+01   0.25005080E-03   0.18232013E-02   0.23578955E-02   0.43991456E-02   0.12350236E-02   0.17529340E-04   0.70944475E-03   0.38718213E-04
   0.14312503E+01   0.36016890E+03   0.54449224E-01   0.19577800E+00   0.97297262E+00   0.14709100E-03   0.10849110E+01   0.10848002E+01   0.19617556E+00   0.25403690E+01   0.25404744E+01   0.25481209E-03   0.18415815E-02   0.23909005E-02   0.44578115E-02   0.12546323E-02   0.17789001E-04   0.72766081E-03   0.39487573E-04
   0.14378637E+01   0.36023815E+03   0.54446562E-01   0.19576843E+00   0.97306777E+00   0.14706992E-03   0.10829222E+01   0.10828062E+01   0.19615722E+00   0.25398844E+01   0.25399885E+01   0.25964173E-03   0.18599411E-02   0.24236348E-02   0.45167667E-02   0.12741118E-02   0.18048533E-04   0.74618353E-03   0.40247116E-04
   0.14444359E+01   0.36030901E+03   0.54443794E-01   0.19575847E+00   0.97316673E+00   0.14704847E-03   0.10809236E+01   0.10808024E+01   0.19613898E+00   0.25393915E+01   0.25394941E+01   0.26454113E-03   0.18782491E-02   0.24562629E-02   0.45758534E-02   0.12934368E-02   0.18307768E-04   0.76506386E-03   0.40988911E-04
   0.14509663E+01   0.36038138E+03   0.54440939E-01   0.19574821E+00   0.97326881E+00   0.14702665E-03   0.10789179E+01   0.10787912E+01   0.19612070E+00   0.25388902E+01   0.25389910E+01   0.26950619E-03   0.18964985E-02   0.24889411E-02   0.46347540E-02   0.13125525E-02   0.18566637E-04   0.78436166E-03   0.41700102E-04
   0.14574547E+01   0.36045542E+03   0.54437974E-01   0.19573754E+00   0.97337483E+00   0.14700446E-03   0.10769066E+01   0.10767742E+01   0.19610252E+00   0.25383802E+01   0.25384792E+01   0.27453645E-03   0.19146995E-02   0.25217384E-02   0.46930574E-02   0.13314005E-02   0.18825826E-04   0.80409910E-03   0.42372376E-04
   0.14639007E+01   0.36053099E+03   0.54434923E-01   0.19572658E+00   0.97348393E+00   0.14698188E-03   0.10748902E+01   0.10747518E+01   0.19608426E+00   0.25378614E+01   0.25379584E+01   0.27963788E-03   0.19328758E-02   0.25546812E-02   0.47504093E-02   0.13499524E-02   0.19085814E-04   0.82427391E-03   0.42998098E-04
   0.14703041E+01   0.36060828E+03   0.54431764E-01   0.19571522E+00   0.97359693E+00   0.14695891E-03   0.10728683E+01   0.10727236E+01   0.19606607E+00   0.25373335E+01   0.25374284E+01   0.28482041E-03   0.19510501E-02   0.25877847E-02   0.48066624E-02   0.13682187E-02   0.19347106E-04   0.84489484E-03   0.43580800E-04
   0.14766645E+01   0.36068719E+03   0.54428517E-01   0.19570354E+00   0.97371309E+00   0.14693552E-03   0.10708399E+01   0.10706885E+01   0.19604776E+00   0.25367962E+01   0.25368888E+01   0.29008612E-03   0.19692370E-02   0.26210609E-02   0.48619405E-02   0.13862348E-02   0.19609455E-04   0.86598912E-03   0.44128223E-04
   0.14829816E+01   0.36076797E+03   0.54425153E-01   0.19569145E+00   0.97383346E+00   0.14691170E-03   0.10688039E+01   0.10686456E+01   0.19602951E+00   0.25362489E+01   0.25363390E+01   0.29543276E-03   0.19874422E-02   0.26545033E-02   0.49165668E-02   0.14040404E-02   0.19872840E-04   0.88763124E-03   0.44654523E-04
   0.14892551E+01   0.36085056E+03   0.54421692E-01   0.19567900E+00   0.97395733E+00   0.14688742E-03   0.10667596E+01   0.10665943E+01   0.19601112E+00   0.25356911E+01   0.25357786E+01   0.30085510E-03   0.20056737E-02   0.26880512E-02   0.49709003E-02   0.14216626E-02   0.20137199E-04   0.90990819E-03   0.45166752E-04
   0.14954849E+01   0.36093519E+03   0.54418105E-01   0.19566610E+00   0.97408574E+00   0.14686266E-03   0.10647069E+01   0.10645341E+01   0.19599278E+00   0.25351224E+01   0.25352070E+01   0.30635084E-03   0.20239426E-02   0.27215858E-02   0.50251895E-02   0.14391079E-02   0.20403219E-04   0.93284437E-03   0.45671169E-04
   0.15016706E+01   0.36102178E+03   0.54414413E-01   0.19565283E+00   0.97421793E+00   0.14683739E-03   0.10626455E+01   0.10624652E+01   0.19597428E+00   0.25345421E+01   0.25346237E+01   0.31192506E-03   0.20422641E-02   0.27549787E-02   0.50795582E-02   0.14563818E-02   0.20671400E-04   0.95645098E-03   0.46168227E-04
   0.15078121E+01   0.36111067E+03   0.54410582E-01   0.19563905E+00   0.97435514E+00   0.14681158E-03   0.10605754E+01   0.10603873E+01   0.19595580E+00   0.25339493E+01   0.25340279E+01   0.31759938E-03   0.20606500E-02   0.27881579E-02   0.51340535E-02   0.14735083E-02   0.20942573E-04   0.98083644E-03   0.46663514E-04
   0.15139090E+01   0.36120181E+03   0.54406630E-01   0.19562485E+00   0.97449667E+00   0.14678520E-03   0.10584964E+01   0.10583003E+01   0.19593714E+00   0.25333434E+01   0.25334186E+01   0.32339886E-03   0.20791090E-02   0.28211176E-02   0.51886630E-02   0.14905244E-02   0.21217087E-04   0.10061932E-02   0.47161795E-04
   0.15199613E+01   0.36129540E+03   0.54402530E-01   0.19561010E+00   0.97464356E+00   0.14675824E-03   0.10564084E+01   0.10562041E+01   0.19591850E+00   0.25327243E+01   0.25327958E+01   0.32933689E-03   0.20976433E-02   0.28538393E-02   0.52433387E-02   0.15074664E-02   0.21495623E-04   0.10326626E-02   0.47675223E-04
   0.15259686E+01   0.36139113E+03   0.54398316E-01   0.19559495E+00   0.97479457E+00   0.14673072E-03   0.10543116E+01   0.10540988E+01   0.19589969E+00   0.25320927E+01   0.25321602E+01   0.33541802E-03   0.21162483E-02   0.28862383E-02   0.52980745E-02   0.15243738E-02   0.21778412E-04   0.10602616E-02   0.48212714E-04
   0.15319309E+01   0.36148905E+03   0.54393968E-01   0.19557932E+00   0.97495042E+00   0.14670271E-03   0.10522063E+01   0.10519849E+01   0.19588091E+00   0.25314495E+01   0.25315129E+01   0.34165391E-03   0.21349050E-02   0.29182423E-02   0.53529563E-02   0.15412902E-02   0.22065969E-04   0.10889297E-02   0.48785474E-04
   0.15378480E+01   0.36158880E+03   0.54389521E-01   0.19556333E+00   0.97510985E+00   0.14667423E-03   0.10500937E+01   0.10498635E+01   0.19586201E+00   0.25307957E+01   0.25308547E+01   0.34806051E-03   0.21535839E-02   0.29498789E-02   0.54080608E-02   0.15582463E-02   0.22358086E-04   0.11185948E-02   0.49394141E-04
   0.15437196E+01   0.36169045E+03   0.54384952E-01   0.19554690E+00   0.97527372E+00   0.14664532E-03   0.10479751E+01   0.10477361E+01   0.19584322E+00   0.25301323E+01   0.25301866E+01   0.35464280E-03   0.21722470E-02   0.29812101E-02   0.54633307E-02   0.15752323E-02   0.22654553E-04   0.11491464E-02   0.50036869E-04
   0.15495457E+01   0.36179369E+03   0.54380293E-01   0.19553015E+00   0.97544083E+00   0.14661604E-03   0.10458519E+01   0.10456038E+01   0.19582436E+00   0.25294602E+01   0.25295096E+01   0.36138724E-03   0.21908560E-02   0.30122959E-02   0.55186930E-02   0.15922116E-02   0.22954393E-04   0.11804166E-02   0.50701690E-04
   0.15553261E+01   0.36189867E+03   0.54375515E-01   0.19551297E+00   0.97561227E+00   0.14658639E-03   0.10437244E+01   0.10434671E+01   0.19580570E+00   0.25287798E+01   0.25288241E+01   0.36827808E-03   0.22093733E-02   0.30431923E-02   0.55742196E-02   0.16091518E-02   0.23256954E-04   0.12122693E-02   0.51379253E-04
